127.0.0.1 - - [08/May/2020:13:50:06 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/CSS/indexStyle.css HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/statusNULL.png HTTP/1.1" 200 62147
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/sidewalk.png HTTP/1.1" 200 9984
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/car1.png HTTP/1.1" 200 843468
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/truck1.png HTTP/1.1" 200 63992
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/Road.png HTTP/1.1" 200 3559
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/car2.png HTTP/1.1" 200 32401
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/dog.gif HTTP/1.1" 200 49537
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:07 +0530] "GET /WebApp-01/IMG/Runner.gif HTTP/1.1" 200 296151
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:10 +0530] "GET /WebApp-01/CSS/EZPASS.jpg HTTP/1.1" 200 179442
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:10 +0530] "GET /WebApp-01/CSS/loadingImg.gif HTTP/1.1" 200 29961
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:12 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:12 +0530] "GET /favicon.ico HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [08/May/2020:13:50:13 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [08/May/2020:13:51:02 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=njrbtst&agencyid=NJTP&filedate=2020-04-30&trxDate=2020-04-27&ViolType=NOR&NumNotice=4&violnumber=5 HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [08/May/2020:13:51:41 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [08/May/2020:13:52:13 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [08/May/2020:13:52:36 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 15315
0:0:0:0:0:0:0:1 - - [08/May/2020:13:53:25 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 15315
0:0:0:0:0:0:0:1 - - [08/May/2020:13:54:46 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 6175
0:0:0:0:0:0:0:1 - - [08/May/2020:13:55:27 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=CAS8P2 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/May/2020:13:55:27 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=CAS8P4 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/May/2020:13:55:27 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=CAS8P3 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/May/2020:13:55:27 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=CAS8P1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/May/2020:13:56:16 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 15235
0:0:0:0:0:0:0:1 - - [08/May/2020:13:58:00 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 3972
0:0:0:0:0:0:0:1 - - [08/May/2020:13:58:40 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 15235
0:0:0:0:0:0:0:1 - - [08/May/2020:13:58:56 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1745
0:0:0:0:0:0:0:1 - - [08/May/2020:13:59:20 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 15484
