127.0.0.1 - - [30/Oct/2020:10:25:07 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:08 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:36 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/sidewalk.png HTTP/1.1" 200 9984
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/car1.png HTTP/1.1" 200 843468
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/truck1.png HTTP/1.1" 200 63992
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/Road.png HTTP/1.1" 200 3559
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/Runner.gif HTTP/1.1" 200 296151
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/car2.png HTTP/1.1" 200 32401
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/IMG/dog.gif HTTP/1.1" 200 49537
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/CSS/EZPASS.jpg HTTP/1.1" 200 179442
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /WebApp-01/CSS/loadingImg.gif HTTP/1.1" 200 29961
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:37 +0530] "GET /favicon.ico HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:25:42 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:26:21 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=njrbtst&agencyid=NJTP&filedate=2020-10-10&trxDate=2020-10-04&ViolType=NOR&NumNotice=1&violnumber=3 HTTP/1.1" 200 2362
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:26:54 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 500 2929
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:27:29 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:28:12 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:28:34 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:29:30 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:29:41 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4837
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:30:20 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=A2ZQ1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:31:16 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:33:08 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:34:44 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:36:20 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1745
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:42:17 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 5095
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:42:17 +0530] "GET /WebApp-01/IMG/status159.png HTTP/1.1" 200 65666
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:42:41 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4813
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:43:04 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1754
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:43:26 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4884
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:44:14 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4670
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:44:32 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:44:56 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=njrbtst&agencyid=NJTP&filedate=2020-10-16&trxDate=2020-10-06&ViolType=NOR&NumNotice=1&violnumber=3 HTTP/1.1" 200 2362
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:45:33 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:45:47 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:46:10 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:46:46 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:47:54 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4837
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:49:16 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=SS23AM HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:49:54 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4877
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:50:34 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:51:06 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4877
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:51:39 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1745
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:52:30 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 5098
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:54:04 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4810
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:54:26 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1754
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:54:47 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4887
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:55:28 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4667
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:55:57 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:56:30 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=njrbtst&agencyid=NJTP&filedate=2020-10-15&trxDate=2020-10-04&ViolType=NOR&NumNotice=1&violnumber=3 HTTP/1.1" 200 2362
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:57:07 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:57:17 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1820
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:57:39 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:58:15 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:58:28 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4837
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:58:52 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=SSA89N HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:59:36 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4877
0:0:0:0:0:0:0:1 - - [30/Oct/2020:10:59:53 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:00:49 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4877
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:01:50 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1745
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:02:26 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 5098
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:02:49 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4810
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:03:11 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 1754
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:03:35 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4887
0:0:0:0:0:0:0:1 - - [30/Oct/2020:11:05:05 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 4667
