127.0.0.1 - - [26/May/2020:11:12:49 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/CSS/indexStyle.css HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/statusNULL.png HTTP/1.1" 200 62147
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/sidewalk.png HTTP/1.1" 200 9984
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/car1.png HTTP/1.1" 200 843468
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/truck1.png HTTP/1.1" 200 63992
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/Road.png HTTP/1.1" 200 3559
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/car2.png HTTP/1.1" 200 32401
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/dog.gif HTTP/1.1" 200 49537
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:50 +0530] "GET /WebApp-01/IMG/Runner.gif HTTP/1.1" 200 296151
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:52 +0530] "GET /WebApp-01/CSS/EZPASS.jpg HTTP/1.1" 200 179442
0:0:0:0:0:0:0:1 - - [26/May/2020:11:12:52 +0530] "GET /WebApp-01/CSS/loadingImg.gif HTTP/1.1" 200 29961
0:0:0:0:0:0:0:1 - - [26/May/2020:11:59:12 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [26/May/2020:11:59:13 +0530] "GET /favicon.ico HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [26/May/2020:11:59:15 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [26/May/2020:12:07:24 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=njrbtst&agencyid=DRJ&filedate=2020-05-11&trxDate=2020-05-08&ViolType=NOR&NumNotice=2&violnumber=5 HTTP/1.1" 200 2362
0:0:0:0:0:0:0:1 - - [26/May/2020:12:07:46 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1909
0:0:0:0:0:0:0:1 - - [26/May/2020:12:10:20 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1813
0:0:0:0:0:0:0:1 - - [26/May/2020:12:10:41 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 9203
0:0:0:0:0:0:0:1 - - [26/May/2020:12:11:49 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 9203
0:0:0:0:0:0:0:1 - - [26/May/2020:12:12:14 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 5283
0:0:0:0:0:0:0:1 - - [26/May/2020:12:12:56 +0530] "GET /WebApp-01/ExistingViolations.jsp HTTP/1.1" 200 9203
0:0:0:0:0:0:0:1 - - [26/May/2020:12:20:30 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 5283
