127.0.0.1 - - [09/Jul/2020:11:49:45 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/CSS/indexStyle.css HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/statusNULL.png HTTP/1.1" 200 62147
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/sidewalk.png HTTP/1.1" 200 9984
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/car1.png HTTP/1.1" 200 843468
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/truck1.png HTTP/1.1" 200 63992
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/Road.png HTTP/1.1" 200 3559
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/car2.png HTTP/1.1" 200 32401
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/Runner.gif HTTP/1.1" 200 296151
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:47 +0530] "GET /WebApp-01/IMG/dog.gif HTTP/1.1" 200 49537
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:49 +0530] "GET /WebApp-01/CSS/EZPASS.jpg HTTP/1.1" 200 179442
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:49:49 +0530] "GET /WebApp-01/CSS/loadingImg.gif HTTP/1.1" 200 29961
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:50:01 +0530] "GET /WebApp-01/ HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:50:01 +0530] "GET /favicon.ico HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:50:02 +0530] "GET /WebApp-01/CreateNew.jsp HTTP/1.1" 200 5159
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:50:28 +0530] "GET /WebApp-01/ConfirmDetails.jsp?DB=NJAETTST&agencyid=DRBA&filedate=2020-06-25&trxDate=2020-06-03&ViolType=NOR&NumNotice=50&violnumber=5 HTTP/1.1" 200 2366
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:50:53 +0530] "GET /WebApp-01/XferFileCreation.jsp HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:55:25 +0530] "POST /WebApp-01/moveAndRun.jsp HTTP/1.1" 200 1821
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:55:59 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 156219
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:56:48 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 156219
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:03 +0530] "POST /WebApp-01/buttonServlet HTTP/1.1" 200 27110
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:21 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:24 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:28 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:32 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:36 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:39 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:39 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:39 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:39 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:39 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:40 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:43 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:43 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:43 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:43 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:43 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:43 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:46 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:46 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:46 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:46 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:46 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:47 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:50 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:50 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:50 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:50 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:50 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:51 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2020:11:59:54 +0530] "GET /WebApp-01//buttonServlet?plate_state=NJ&plate_number=AD7NS HTTP/1.1" 200 -
